timestamp_utc,score_set,instance_types,level,region,az_id,score
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-east-1,,3
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-2,,9
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-2,,9
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-2,,2
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-3,,3
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-1,,5
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-1,,9
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-west-2,,2
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-south-1,aps1-az1,3
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az1,9
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az1,3
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az2,3
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-southeast-2,apse2-az1,9
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-south-1,aps1-az2,3
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-east-1,ape1-az1,3
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az3,9
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az4,9
2026-08-28T22:13:49Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-south-1,aps1-az3,3
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,region,ap-northeast-1,,3
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,region,us-east-1,,1
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,region,us-west-2,,1
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,region,ap-south-1,,3
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,region,ap-east-1,,1
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,region,ap-southeast-3,,3
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,region,ap-southeast-2,,1
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,region,ap-northeast-2,,3
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,region,us-east-2,,1
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,az,ap-east-1,ape1-az1,1
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az2,1
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,az,ap-northeast-1,apne1-az4,3
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az1,1
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,az,us-west-2,usw2-az1,1
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az4,3
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,az,ap-south-1,aps1-az3,3
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az1,3
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az3,3
2026-08-29T04:07:18Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az3,3
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-south-1,,3
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-east-1,,3
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-2,,7
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-west-2,,1
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-2,,9
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-2,,9
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-3,,3
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-1,,8
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-1,,9
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az2,9
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az2,3
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-east-1,ape1-az1,3
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az4,9
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az1,9
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az3,9
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az3,9
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az4,3
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-south-1,aps1-az2,3
2026-08-29T04:07:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-southeast-2,apse2-az1,7
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,region,ap-northeast-2,,3
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,region,us-east-2,,3
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,region,us-west-2,,3
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,region,us-east-1,,1
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,region,ap-northeast-1,,3
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,region,ap-southeast-3,,2
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,region,ap-south-1,,3
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,region,ap-east-1,,1
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,region,ap-southeast-2,,1
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,az,us-east-2,use2-az2,3
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,az,us-west-2,usw2-az2,3
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az3,3
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,az,ap-northeast-1,apne1-az4,3
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,az,us-east-2,use2-az3,3
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az1,3
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,az,us-west-2,usw2-az3,3
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,az,ap-south-1,aps1-az3,3
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az4,3
2026-08-29T11:36:28Z,g5.xlarge,g5.xlarge,az,us-east-2,use2-az1,3
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-east-1,,3
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-south-1,,3
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-2,,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-3,,2
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-2,,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-2,,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-west-2,,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-1,,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-1,,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az1,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az2,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-west-2,usw2-az2,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az4,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az3,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-southeast-2,apse2-az1,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az1,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-west-2,usw2-az3,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az6,9
2026-08-29T11:36:28Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az2,9
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,region,ap-south-1,,3
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,region,ap-east-1,,1
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,region,ap-southeast-2,,1
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,region,us-west-2,,1
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,region,ap-northeast-2,,3
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,region,us-east-2,,1
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,region,ap-southeast-3,,3
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,region,us-east-1,,1
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,region,ap-northeast-1,,3
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,az,us-east-2,use2-az2,1
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az3,3
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az2,1
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az6,1
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,az,ap-south-1,aps1-az3,3
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,az,ap-northeast-1,apne1-az4,3
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,az,ap-south-1,aps1-az1,2
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az1,3
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az4,3
2026-08-29T16:40:12Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az3,3
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-2,,9
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-3,,3
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-2,,9
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-2,,9
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-west-2,,2
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-1,,9
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-1,,9
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-east-1,,3
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-south-1,,3
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az2,8
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az2,9
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az6,9
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-east-1,ape1-az1,3
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az4,9
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az1,9
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az5,9
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az3,9
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az4,9
2026-08-29T16:40:12Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az4,3
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,region,us-east-1,,3
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,region,ap-northeast-1,,1
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,region,us-west-2,,1
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,region,ap-south-1,,3
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,region,ap-east-1,,1
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,region,ap-southeast-3,,2
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,region,ap-southeast-2,,1
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,region,ap-northeast-2,,3
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,region,us-east-2,,1
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az1,3
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az4,3
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az3,2
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az5,3
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az6,3
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,az,ap-south-1,aps1-az1,3
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,az,ap-south-1,aps1-az3,3
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az4,3
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az2,3
2026-08-29T19:41:14Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az3,3
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-2,,9
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-3,,2
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-2,,9
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-2,,9
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-west-2,,2
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-1,,9
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-1,,9
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-east-1,,3
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-south-1,,3
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az6,9
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az1,9
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az5,9
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-south-1,aps1-az2,3
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az3,9
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az2,9
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az4,9
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az1,6
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az2,4
2026-08-29T19:41:14Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az4,9
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,region,ap-northeast-1,,3
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,region,us-east-1,,1
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,region,us-west-2,,1
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,region,ap-south-1,,3
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,region,ap-east-1,,1
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,region,ap-southeast-3,,3
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,region,ap-southeast-2,,1
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,region,ap-northeast-2,,3
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,region,us-east-2,,1
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az1,1
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az3,3
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az3,3
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,az,ap-northeast-1,apne1-az4,3
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,az,us-west-2,usw2-az2,1
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az1,3
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az4,1
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,az,ap-south-1,aps1-az3,3
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az4,3
2026-08-29T22:37:32Z,g5.xlarge,g5.xlarge,az,ap-south-1,aps1-az1,3
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-2,,9
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-3,,3
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-2,,9
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-2,,9
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-west-2,,2
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-1,,9
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-1,,9
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-east-1,,3
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-south-1,,3
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az2,9
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az4,9
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az2,3
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az6,9
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az1,8
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az5,9
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az1,9
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az3,9
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az4,9
2026-08-29T22:37:32Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az3,9
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,region,ap-south-1,,3
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,region,ap-east-1,,1
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,region,ap-southeast-2,,1
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,region,ap-northeast-2,,3
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,region,us-east-2,,1
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,region,ap-southeast-3,,2
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,region,us-east-1,,1
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,region,ap-northeast-1,,3
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,region,us-west-2,,1
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,az,us-east-2,use2-az2,1
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az3,2
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az2,1
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az6,1
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,az,ap-east-1,ape1-az1,1
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,az,ap-south-1,aps1-az3,3
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,az,ap-northeast-1,apne1-az4,3
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az1,3
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az4,3
2026-08-30T01:12:39Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az3,3
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-south-1,,3
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-east-1,,3
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-1,,9
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-1,,9
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-west-2,,2
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-3,,2
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-2,,9
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-2,,1
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-2,,9
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az3,9
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az4,9
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az5,9
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az4,9
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az2,9
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az1,9
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-east-1,ape1-az2,3
2026-08-30T01:12:39Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az6,9
